Name,Nationality,Age,↓OVA,POT,Club,Positions,Best Position,Value,Wage,Release Clause,Total Stats,Underpaid_Score
Y. Benhattab,France,17,57,75,"



Chamois Niortais Football Club","CAM, RM",RM,€400K,500,€499K,1450,0.114
M. Andersson,Sweden,22,57,69,"



FC Sion",CB,CB,€375K,4000,€281K,1302,0.01425
A. Canales,Chile,20,57,74,"



Audax Italiano","CAM, CM",CAM,€425K,850,€454K,1479,0.06705882352941177
V. Nikolov,Bulgaria,19,57,71,"



FC Würzburger Kickers",ST,ST,€400K,2000,€479K,1391,0.0285
R. Sharahili,Saudi Arabia,27,57,58,"



Abha Club","CM, CDM",CDM,€190K,2000,€207K,1490,0.0285
J. Romero,Argentina,19,57,73,"



Atlético Tucumán",ST,ST,€425K,1000,€457K,1470,0.057
S. Alexandropoulos,Greece,18,57,75,"



Panathinaikos FC","CDM, CM",CDM,€400K,500,€565K,1561,0.114
R. Harker,England,20,57,73,"



Burnley",ST,ST,€425K,6000,€581K,1405,0.0095
W. Seymore,United States,28,57,57,"



Sligo Rovers","CDM, CB",CDM,€140K,500,€140K,1515,0.114
Yu In Soo,Korea Republic,25,57,60,"



Seongnam FC","LB, LW",ST,€200K,850,€146K,1654,0.06705882352941177
B. Mumba,England,18,57,77,"



Norwich City","RB, CM",RB,€425K,500,€580K,1565,0.114
I. El Mizouni,Tunisia,19,57,74,"



Cambridge United",CAM,CAM,€425K,1000,€0,1551,0.057
I. Mayta,Peru,21,57,67,"



Cusco FC",GK,GK,€325K,500,€306K,907,0.114
M. Picouleau,France,20,57,68,"



Valenciennes FC",CM,CAM,€350K,850,€351K,1569,0.06705882352941177
J. Law,England,21,57,67,"



Mansfield Town","LWB, LM, ST",LWB,€350K,2000,€293K,1564,0.0285
P. Justiniano,Bolivia,20,57,67,"



Nacional Potosí",CDM,CDM,€350K,500,€376K,1408,0.114
C. Engelhart,Mexico,20,57,69,"



Deportivo Toluca",ST,ST,€400K,3000,€361K,1509,0.019
N. Kariri,Saudi Arabia,22,57,68,"



Al Wehda","RB, RM",RB,€350K,3000,€296K,1449,0.019
D. Min,Netherlands,21,57,64,"



RKC Waalwijk",ST,ST,€325K,1000,€248K,1392,0.057
Wang Qiuming,China PR,27,57,58,"



Hebei China Fortune FC","CM, CDM",RM,€190K,2000,€195K,1681,0.0285
T. Francois,Australia,19,57,72,"



Fulham",CM,CAM,€400K,7000,€556K,1528,0.008142857142857143
M. Żukowski,Poland,18,57,74,"



Lechia Gdańsk","ST, LM",ST,€425K,800,€435K,1391,0.07125
J. Vernaza,Ecuador,18,57,69,"



Emelec",LM,LM,€375K,500,€400K,1392,0.114
A. Batioja,Ecuador,21,57,64,"



Emelec",ST,ST,€325K,500,€353K,1418,0.114
A. Sow,Senegal,20,57,72,"



Racing Club de Lens",RW,RW,€400K,5000,€604K,1448,0.0114
Sun Guowen,China PR,26,57,57,"



Dalian YiFang FC","RM, RWB",RM,€180K,3000,€171K,1554,0.019
E. Florescu,Romania,23,57,64,"



FC Botoşani",CAM,CAM,€325K,2000,€233K,1553,0.0285
J. Plath,Germany,18,57,67,"



FC Erzgebirge Aue",GK,GK,€300K,500,€210K,1299,0.114
W. Bedfian,France,18,57,75,"



La Berrichonne de Châteauroux",GK,GK,€375K,500,€428K,894,0.114
B. Sarpong-Wiredu,England,20,57,72,"



Charlton Athletic","RB, CM, RM",RM,€375K,1000,€499K,1524,0.057
L. Sanseviero,Uruguay,19,57,71,"



Nacional de Montevideo",RW,RM,€400K,500,€622K,1438,0.114
Jeon Jong Hyeok,Korea Republic,24,57,65,"



Seongnam FC",GK,GK,€325K,600,€174K,868,0.095
E. Kurt,Germany,23,57,64,"



Türkgücü München",CB,CB,€300K,750,€215K,1247,0.076
L. Byrne,Republic of Ireland,26,57,59,"



Shelbourne FC","CB, LB",CB,€180K,500,€179K,1506,0.114
D. Cornelius,Scotland,19,57,70,"



Motherwell",CM,RM,€400K,750,€451K,1559,0.076
M. Ndiaye,Senegal,29,57,57,"



FC Argeș",ST,ST,€160K,1000,€135K,1496,0.057
R. Kakeeto,Uganda,25,57,62,"



Aalborg BK","CDM, CM",CB,€220K,2000,€159K,1517,0.0285
Moon Ji Hwan,Korea Republic,25,57,62,"



Incheon United FC","CB, CDM, CM",CB,€220K,750,€159K,1449,0.076
H. Halawani,Saudi Arabia,24,57,64,"



Ettifaq FC","LB, LM",LM,€300K,4000,€241K,1569,0.01425
R. Callachan,Scotland,26,57,58,"



Hamilton Academical FC",CM,CB,€190K,1000,€219K,1642,0.057
A. Ioniță,Romania,20,57,70,"



Chindia Târgovişte",LB,LB,€375K,750,€356K,1426,0.076
C. Yates,Scotland,21,57,67,"



Wycombe Wanderers",GK,GK,€325K,1000,€267K,922,0.057
Vintecinco,Brazil,24,57,62,"



Busan IPark",ST,ST,€250K,1000,€186K,1384,0.057
Dai Wai-Tsun,Hong Kong,20,57,69,"



Shenzhen FC",CM,CM,€400K,2000,€315K,1536,0.0285
G. Wild,Germany,24,57,63,"



LA Galaxy",ST,ST,€250K,1000,€238K,1465,0.057
Yang Shuai,China PR,23,57,66,"



Chongqing Dangdai Lifan FC SWM Team",CB,CB,€350K,2000,€263K,1382,0.0285
Ángel Fraga,Spain,24,57,64,"



CD Lugo",GK,GK,€275K,1000,€193K,960,0.057
I. Touré,France,17,57,81,"



Le Havre AC",CB,CB,€500K,500,€578K,1300,0.114
M. Jawhar,Saudi Arabia,25,57,63,"



Abha Club",GK,GK,€200K,2000,€204K,1020,0.0285
R. Crichlow,England,21,57,70,"



Huddersfield Town","LB, CB",CB,€375K,3000,€455K,1390,0.019
O. Nowak,Poland,19,57,69,"



Getafe CF","LB, RB",LB,€375K,2000,€368K,1329,0.0285
Baltazar,Brazil,20,57,73,"



FC Sion",CM,CM,€425K,4000,€477K,1591,0.01425
D. Rodney,England,22,57,67,"



Port Vale","ST, RM",ST,€375K,2000,€332K,1489,0.0285
Dani Vidal,Spain,20,57,68,"



CD Lugo",CM,CDM,€350K,1000,€315K,1570,0.057
U. Tosun,Germany,27,57,57,"



Türkgücü München",CAM,CAM,€170K,950,€160K,1418,0.06
M. Al Sharimi,Saudi Arabia,25,57,62,"



Al Raed",RB,RB,€220K,3000,€207K,1349,0.019
K. Kumagawa,Japan,23,57,63,"



Yokohama FC","RB, RM",RB,€240K,700,€189K,1463,0.08142857142857143
M. Bassouamina,France,22,57,68,"



AS Nancy Lorraine","LM, LW",ST,€375K,1000,€351K,1408,0.057
E. Martel,Germany,18,57,72,"



RB Leipzig","CB, CDM",CB,€350K,2000,€465K,1296,0.0285
N. S'rifi,Belgium,19,57,66,"



VVV-Venlo",CAM,CAM,€350K,850,€264K,1524,0.06705882352941177
A. Attiah,Saudi Arabia,23,57,67,"



Al Wehda",GK,GK,€325K,2000,€241K,850,0.0285
J. Benedetti,Argentina,23,57,65,"



Club Atlético Aldosivi",LW,ST,€375K,2000,€248K,1493,0.0285
S. Lathouwers,Belgium,19,57,70,"



Sint-Truidense VV","RB, CB, CDM",RB,€375K,1000,€374K,1349,0.057
M. Fredriksen,Norway,26,57,58,"



Mjøndalen IF","RM, LM",RM,€190K,750,€159K,1428,0.076
J. Isaksen,Norway,20,57,70,"



Stabæk Fotball",CM,RM,€400K,600,€375K,1574,0.095
R. Cuellar,Bolivia,23,57,65,"



Nacional Potosí",CDM,CDM,€350K,500,€329K,1490,0.114
G. Acosta,United States,20,57,73,"



Inter Miami",CAM,CAM,€425K,1000,€489K,1480,0.057
F. Vigo,Uruguay,21,57,68,"



River Plate Montevideo","CAM, LM",CAM,€375K,500,€423K,1434,0.114
L. Neilson,Scotland,17,57,74,"



Dundee United","CB, RB",CB,€375K,500,€451K,1362,0.114
C. van den Berg,Netherlands,19,57,68,"



Willem II",GK,GK,€300K,550,€238K,829,0.10363636363636364
J. de Boer,Netherlands,20,57,69,"



FC Groningen",GK,GK,€350K,850,€248K,867,0.06705882352941177
S. Claure,Bolivia,20,57,66,"



Always Ready",RM,CAM,€350K,500,€376K,1420,0.114
J. Huysman,France,31,57,57,"



USL Dunkerque","CB, CDM",CB,€110K,1000,€140K,1226,0.057
S. Todd,Republic of Ireland,22,57,65,"



Finn Harps",CB,CB,€350K,500,€245K,1258,0.114
J. Voelkerling Persson,Sweden,19,57,70,"



Helsingborgs IF","CB, CDM",CB,€375K,500,€338K,1312,0.114
H. Matsumoto,Japan,19,57,69,"



Sanfrecce Hiroshima","CM, RM, RB",CM,€400K,1000,€261K,1539,0.057
J. Evans,England,19,57,72,"



Forest Green Rovers","LB, LWB, CM",CDM,€375K,2000,€499K,1559,0.0285
G. Goñi,Argentina,21,57,70,"



Godoy Cruz",CB,CB,€375K,1000,€394K,1293,0.057
P. Webber,England,21,57,72,"



Wigan Athletic",CB,CB,€375K,700,€499K,1317,0.08142857142857143
A. Dobra,Albania,19,57,76,"



Ipswich Town","CAM, RW, LW",CAM,€425K,1000,€523K,1571,0.057
S. Westra,Netherlands,19,57,70,"



SC Heerenveen",RB,CB,€375K,800,€374K,1470,0.07125
A. Aguirre,Argentina,20,57,71,"



River Plate","CB, RB",CB,€375K,2000,€425K,1309,0.0285
Choi Beom Kyung,Korea Republic,23,57,65,"



Incheon United FC",CM,CAM,€375K,750,€218K,1548,0.076
Luo Yi,China PR,33,57,57,"



Wuhan Zall","LB, RB",LB,€90K,2000,€70K,1538,0.0285
J. Delianov,Australia,20,57,71,"



Western United FC",GK,GK,€350K,500,€356K,904,0.114
X. Flores,Venezuela,18,57,70,"



Aragua FC",CM,CAM,€375K,500,€500K,1483,0.114
R. Sotiriou,Cyprus,19,57,72,"



Leyton Orient","RM, LM",RM,€400K,2000,€523K,1412,0.0285
E. Björndahl,Sweden,29,57,57,"



Örebro SK",ST,ST,€160K,1000,€125K,1367,0.057
L. Tempelmann,Germany,21,57,67,"



SC Freiburg",CM,CDM,€375K,3000,€340K,1518,0.019
Y. Barka,France,22,57,68,"



AS Nancy Lorraine","ST, LM",ST,€375K,1000,€351K,1438,0.057
T. Mourdoukoutas,Australia,21,57,71,"



Western Sydney Wanderers",CB,CB,€375K,1000,€394K,1378,0.057
F. Tauchhammer,Austria,18,57,72,"



Wolfsberger AC",RB,RB,€375K,700,€415K,1373,0.08142857142857143
P. Caro,Colombia,21,57,65,"



Llaneros de Guanare","CM, CDM",CAM,€375K,500,€353K,1520,0.114
D. Glass,Scotland,20,57,68,"



Dundee United",CAM,CAM,€350K,1000,€351K,1462,0.057
J. Singer,Germany,22,57,66,"



1. FC Saarbrücken","RM, LM, ST",RM,€375K,950,€264K,1388,0.06
J. Beesley,England,23,57,65,"



Rochdale","ST, RM, RWB",ST,€375K,1000,€293K,1528,0.057
J. Mumbongo,Sweden,21,57,66,"



Burnley",ST,ST,€375K,6000,€336K,1372,0.0095
A. Al Yousif,Saudi Arabia,23,57,66,"



Al Fateh",LB,LB,€350K,4000,€259K,1487,0.01425
T. White,England,23,57,65,"



Bolton Wanderers","CM, CDM",CAM,€375K,6000,€0,1607,0.0095
Qiu Tianyi,China PR,31,57,57,"



Tianjin TEDA FC",CB,CB,€110K,2000,€124K,1371,0.0285
B. Crellin,England,20,57,74,"



Bolton Wanderers",GK,GK,€375K,900,€0,909,0.06333333333333334
An Jin Beom,Korea Republic,28,57,57,"



Incheon United FC","CM, LM",CAM,€160K,850,€125K,1618,0.06705882352941177
S. Sjøkvist,Norway,21,57,67,"



IK Start",LM,RM,€375K,550,€247K,1540,0.10363636363636364
A. López,Venezuela,25,57,61,"



AC Mineros de Guayana",CM,CM,€230K,500,€289K,1477,0.114
O. Urhoghide,England,19,57,71,"



Sheffield Wednesday","CB, RB",CB,€375K,2000,€530K,1333,0.0285
J. Lumbreras,Mexico,17,57,72,"



Club Necaxa",CM,CAM,€375K,500,€455K,1552,0.114
A. Lewis,England,20,57,70,"



West Ham United","CM, CAM",CAM,€400K,5000,€505K,1515,0.0114
R. Darcy,England,19,57,75,"



Bolton Wanderers","CAM, CM",RM,€425K,2000,€523K,1430,0.0285
S. Otayf,Saudi Arabia,29,57,57,"



Al Fateh","ST, CAM",CAM,€160K,5000,€165K,1512,0.0114
M. Al Haidari,Saudi Arabia,24,57,62,"



Al Shabab",GK,GK,€200K,3000,€178K,943,0.019
P. Löhr,Germany,19,57,70,"



Karlsruher SC",GK,GK,€350K,650,€348K,880,0.0876923076923077
J. Estupiñán,Colombia,20,57,70,"



Independiente Medellín",CM,CM,€400K,550,€395K,1554,0.10363636363636364
M. Aziz,Belgium,18,57,72,"



KAS Eupen","CAM, RM, LM",CAM,€375K,700,€446K,1423,0.08142857142857143
S. Nombe,England,21,57,69,"



Milton Keynes Dons",ST,ST,€400K,2000,€371K,1477,0.0285
Y. Omar,Niger,26,57,60,"



Al Hazem",ST,ST,€220K,4000,€224K,1488,0.01425
R. Zerrouki,Netherlands,22,57,67,"



FC Twente","CM, CAM",RM,€375K,2000,€264K,1601,0.0285
R. Canido,Bolivia,21,57,64,"



Oriente Petrolero",CM,RM,€325K,500,€329K,1539,0.114
Liu Weiguo,China PR,28,57,60,"



Guangzhou Evergrande Taobao FC",GK,GK,€150K,3000,€151K,1079,0.019
L. Brook,Australia,19,57,74,"



Brentford","RW, CAM",CAM,€425K,4000,€556K,1467,0.01425
A. Hartridge,England,21,57,70,"



Exeter City","LB, CB",LB,€375K,1000,€428K,1383,0.057
C. Solíz,Bolivia,23,57,63,"



Oriente Petrolero","ST, LW",ST,€250K,500,€329K,1337,0.114
M. Maciel,Paraguay,20,57,71,"



Club Guaraní",CM,CAM,€400K,500,€638K,1497,0.114
A. Norén,Sweden,21,57,67,"



Falkenbergs FF",CB,CB,€350K,500,€218K,1306,0.114
B. Anunga,Cameroon,23,57,63,"



Nashville SC","CM, CDM",CAM,€250K,1000,€231K,1512,0.057
K. Stamatopoulos,Canada,40,57,57,"



AIK",GK,GK,€20K,600,€13K,1026,0.095
L. Klitten,Denmark,20,57,70,"



Aalborg BK","LWB, LM",LWB,€375K,2000,€338K,1469,0.0285
M. Di Giusto,Switzerland,19,57,70,"



FC Vaduz",CF,RM,€400K,1000,€415K,1414,0.057
A. Al Humayan,Saudi Arabia,31,57,57,"



Al Adalah","CM, RM",CM,€130K,3000,€149K,1516,0.019
R. Bouallak,France,20,57,71,"



ESTAC Troyes",GK,GK,€350K,700,€461K,865,0.08142857142857143
M. Baldisimo,Canada,20,57,72,"



Vancouver Whitecaps FC","CDM, CM, RB",CDM,€375K,900,€436K,1463,0.06333333333333334
M. Römling,Germany,19,57,72,"



VfL Bochum 1848","LB, LWB",LB,€375K,1000,€467K,1405,0.057
A. Al Saluli,Saudi Arabia,21,57,70,"



Al Ittihad",CB,CB,€375K,4000,€442K,1346,0.01425
T. Al Ali,Saudi Arabia,21,57,66,"



Al Wehda","LM, ST",RM,€375K,3000,€296K,1436,0.019
M. Cabral,Bolivia,19,57,65,"



Nacional Potosí",ST,ST,€350K,500,€353K,1424,0.114
J. Olowu,England,20,57,68,"



Cork City",CB,CB,€325K,7000,€0,1326,0.008142857142857143
M. Gudra,Germany,19,57,68,"



Hannover 96","ST, LW, RW",ST,€350K,3000,€306K,1381,0.019
Gao Huaze,China PR,22,57,63,"



Hebei China Fortune FC","LM, RM, LW",ST,€275K,2000,€245K,1587,0.0285
F. Akinwande,England,24,57,61,"



Stevenage",ST,ST,€240K,2000,€256K,1381,0.0285
L. Ivanovic,Australia,20,57,69,"



Sydney FC","ST, RW, CAM",RM,€400K,1000,€276K,1414,0.057
J. Cobián,Mexico,21,57,66,"



Club Necaxa",LM,LM,€375K,2000,€296K,1423,0.0285
M. Al Shanqeeti,Saudi Arabia,21,57,71,"



Al Ittihad",RB,RB,€375K,4000,€488K,1393,0.01425
Lee Sang Hyeob,Korea Republic,30,57,57,"



Incheon United FC","CM, RM",CAM,€160K,850,€125K,1594,0.06705882352941177
M. Grim,Netherlands,23,57,63,"



RKC Waalwijk",GK,GK,€210K,800,€182K,844,0.07125
Z. McGraw,United States,23,57,64,"



Portland Timbers",CB,CB,€300K,1000,€221K,1500,0.057
D. Angus,England,26,57,60,"



Barrow","ST, RM",ST,€220K,2000,€237K,1449,0.0285
R. Souici,France,22,57,68,"



AS Saint-Étienne",CM,CAM,€375K,4000,€374K,1595,0.01425
F. Martínez,Paraguay,26,57,60,"



Sportivo Luqueño",CM,CAM,€210K,500,€289K,1480,0.114
E. Francis,England,20,57,72,"



Wolverhampton Wanderers","CB, CM",CB,€375K,7000,€530K,1421,0.008142857142857143
A. Dallas,Scotland,20,57,64,"



Cambridge United",ST,ST,€325K,2000,€293K,1474,0.0285
G. McGregor,England,21,57,71,"



Crystal Palace",CM,CM,€400K,6000,€581K,1573,0.0095
P. Waring,Australia,21,57,66,"



Cerezo Osaka",ST,ST,€375K,1000,€240K,1322,0.057
T. Campbell,England,23,57,64,"



Cheltenham Town","ST, LW",ST,€325K,2000,€293K,1525,0.0285
T. Hama,Japan,22,57,65,"



Hokkaido Consadole Sapporo",CB,CB,€350K,900,€203K,1255,0.06333333333333334
J. Rennicks,United States,21,57,71,"



New England Revolution",ST,ST,€400K,1000,€489K,1388,0.057
Z. Duncan,Australia,20,57,72,"



Aarhus GF",CM,CDM,€400K,2000,€431K,1590,0.0285
C. Martin,Uruguay,22,57,66,"



River Plate Montevideo",RW,RM,€375K,500,€376K,1386,0.114
H. Emiroğlu,Turkey,23,57,66,"



Alanyaspor",CB,CB,€350K,2000,€330K,1335,0.0285
J. Govea,Ecuador,21,57,71,"



Swansea City","LWB, LB",LWB,€375K,3000,€530K,1394,0.019
S. Zamora,Mexico,17,57,72,"



Club León",CAM,CAM,€375K,500,€488K,1530,0.114
N. Hug,Germany,21,57,66,"



FC Vaduz",LWB,LWB,€350K,1000,€231K,1457,0.057
S. Zettl,Austria,19,57,69,"



SK Sturm Graz",LM,LM,€400K,2000,€297K,1422,0.0285
J. Congo,Colombia,22,57,68,"



Deportivo Cali",CDM,CDM,€350K,500,€248K,1508,0.114
A. Al Shamrani,Saudi Arabia,26,57,60,"



Al Hazem",CB,CB,€190K,3000,€190K,1373,0.019
G. Azzinnari,Italy,19,57,71,"



SC Paderborn 07",ST,ST,€400K,2000,€490K,1463,0.0285
E. Osborne,England,24,57,64,"



Stevenage","CM, CDM",CDM,€325K,2000,€273K,1624,0.0285
Lee Rae Joon,Korea Republic,23,57,66,"



Busan IPark","LM, CDM",CAM,€375K,1000,€232K,1528,0.057
O. Beyaz,Turkey,16,57,80,"



Fenerbahçe SK","CAM, CM",CAM,€525K,1000,€667K,1490,0.057
T. Yamada,Japan,18,57,74,"



Kashima Antlers",GK,GK,€375K,500,€338K,864,0.114
S. Lauf,Austria,18,57,70,"



WSG Tirol",LM,ST,€375K,700,€394K,1407,0.08142857142857143
W. Younoussa,Cameroon,18,57,70,"



Dijon FCO",CM,CM,€375K,850,€473K,1542,0.06705882352941177
S. Ilgaz,France,25,57,60,"



Hatayspor","CAM, CM",CAM,€220K,2000,€263K,1424,0.0285
Erlantz,Spain,18,57,72,"



AD Alcorcón",GK,GK,€325K,500,€392K,899,0.114
M. Pinto,Chile,21,57,67,"



Coquimbo Unido","ST, LW",CAM,€375K,550,€264K,1419,0.10363636363636364
M. Kapı,Turkey,17,57,75,"



LOSC Lille",CM,CAM,€400K,650,€505K,1598,0.0876923076923077
F. Unoki,Japan,18,57,71,"



Kashiwa Reysol","LW, LM",LW,€375K,800,€394K,1422,0.07125
J. Vega,Peru,25,57,61,"



Sport Huancayo",LB,LB,€210K,500,€267K,1362,0.114
E. Basilio,France,25,57,62,"



En Avant de Guingamp",GK,GK,€190K,1000,€188K,1019,0.057
C. Alvarado,Ecuador,19,57,68,"



Universidad Católica del Ecuador",CM,CAM,€350K,500,€400K,1512,0.114
M. Nishimoto,Japan,24,57,63,"



Cerezo Osaka","CDM, CM",RB,€240K,1000,€195K,1635,0.057
R. Gilmartin,Republic of Ireland,33,57,57,"



Bristol City",GK,GK,€50K,5000,€114K,1057,0.0114
Kim Jung Ho,Korea Republic,22,57,65,"



Busan IPark",GK,GK,€325K,750,€174K,866,0.076
R. Mendoza,Mexico,23,57,62,"



Atlético de San Luis",RM,RM,€250K,2000,€249K,1495,0.0285
O. Pettersson,Sweden,20,57,72,"



Djurgårdens IF",ST,ST,€400K,1000,€431K,1406,0.057
J. Vom Steeg,United States,23,57,67,"



LA Galaxy",GK,GK,€325K,850,€221K,844,0.06705882352941177
S. Väänänen,Finland,18,57,72,"



HJK Helsinki",CM,CAM,€375K,500,€583K,1573,0.114
M. Dewaele,Belgium,20,57,70,"



KV Oostende","RM, LM",RM,€400K,2000,€415K,1369,0.0285
S. Sargeant,England,22,57,66,"



Leyton Orient",GK,GK,€325K,2000,€234K,984,0.0285
Lee Hyun Sik,Korea Republic,24,57,64,"



Gangwon FC","CM, RM",CM,€325K,1000,€203K,1600,0.057
M. Șerban,Romania,19,57,71,"



Academica Clinceni",CDM,CDM,€375K,950,€0,1492,0.06
O. Djoco,France,22,57,67,"



Clermont Foot 63",GK,GK,€325K,750,€254K,899,0.076
F. Ortíz,Argentina,30,57,57,"



River Plate Asunción",ST,ST,€160K,500,€215K,1369,0.114
C. Popescu,Romania,18,57,73,"



UTA Arad","RM, CM",CAM,€425K,500,€415K,1493,0.114
F. Mesones,Peru,25,57,58,"



Deportivo Binacional",LB,LB,€180K,500,€245K,1442,0.114
M. Karlsbakk,Norway,20,57,69,"



Aalesunds FK",RM,RM,€400K,600,€276K,1508,0.095
A. Timmerman,Netherlands,20,57,67,"



FC Emmen",CB,CB,€325K,850,€248K,1307,0.06705882352941177
C. Bombo,France,21,57,71,"



ESTAC Troyes",CDM,CB,€375K,950,€509K,1544,0.06
M. Cotolan,Romania,21,57,68,"



FC Voluntari",GK,GK,€325K,650,€217K,969,0.0876923076923077
M. Popa,Romania,19,57,72,"



Astra Giurgiu",GK,GK,€350K,600,€375K,947,0.095
N. Innocenti,France,18,57,77,"



LOSC Lille",CB,CB,€425K,1000,€580K,1333,0.057
Z. Issaka,Japan,23,57,63,"



Kawasaki Frontale",RM,ST,€250K,2000,€210K,1536,0.0285
S. Steijn,Netherlands,18,57,71,"



ADO Den Haag","CAM, CM",CAM,€375K,550,€436K,1470,0.10363636363636364
J. Ospelt,Liechtenstein,20,57,70,"



FC Vaduz",GK,GK,€350K,700,€332K,979,0.08142857142857143
A. O'Driscoll,Republic of Ireland,21,57,70,"



Mansfield Town","CB, CDM",CB,€375K,2000,€451K,1444,0.0285
F. Rahimi,Kosovo,22,57,65,"



FC Vaduz",CB,CB,€350K,1000,€231K,1366,0.057
F. Al Birekan,Saudi Arabia,20,57,74,"



Al Nassr",ST,ST,€425K,5000,€535K,1357,0.0114
A. Diallo,England,17,57,81,"



West Ham United","LM, ST",RM,€525K,750,€667K,1479,0.076
H. Al Eissa,Saudi Arabia,19,57,73,"



Al Wehda","LM, RM",RM,€425K,2000,€501K,1410,0.0285
Du Changjie,China PR,22,57,63,"



Henan Jianye FC","ST, RWB",CAM,€275K,2000,€245K,1591,0.0285
D. Gillela,England,20,57,68,"



Bournemouth","CB, CDM",CB,€325K,2000,€336K,1426,0.0285
F. Carvalho,England,17,57,80,"



Fulham",CAM,CAM,€525K,2000,€667K,1403,0.0285
J. Van Hecke,Belgium,18,57,74,"



SV Zulte-Waregem",CAM,CAM,€425K,850,€446K,1536,0.06705882352941177
T. Abraham,England,19,57,75,"



Fulham",ST,ST,€425K,8000,€556K,1371,0.007125
E. Celebi,Germany,20,57,67,"



1. FC Nürnberg","CB, LB",CB,€325K,1000,€270K,1331,0.057
R. Menacho,Peru,21,57,65,"



Sport Huancayo",CB,CB,€350K,500,€329K,1307,0.114
R. Bettocchi,Peru,18,57,69,"



Melgar FBC",GK,GK,€325K,500,€329K,913,0.114
M. Kulke,Germany,19,57,73,"



SG Dynamo Dresden","CM, RM",CAM,€425K,900,€457K,1552,0.06333333333333334
J. Craenmehr,Netherlands,18,57,72,"



VVV-Venlo",GK,GK,€325K,500,€374K,853,0.114
E. Roldán,Argentina,19,57,68,"



Boca Juniors",RW,RM,€350K,2000,€272K,1431,0.0285
J. Cabezudo,Peru,18,57,68,"



Melgar FBC",GK,GK,€300K,500,€306K,935,0.114
P. Komposch,Austria,19,57,70,"



SK Sturm Graz",CB,CB,€375K,2000,€374K,1317,0.0285
S. Chader,France,20,57,67,"



Clermont Foot 63","CAM, RW",CAM,€350K,950,€332K,1354,0.06
R. Nizet,Belgium,18,57,75,"



Norwich City",LB,LB,€400K,500,€505K,1500,0.114
F. Nevarez,Mexico,19,57,72,"



FC Juárez",RB,CAM,€375K,1000,€488K,1466,0.057
T. Nagaishi,Japan,24,57,62,"



Cerezo Osaka",GK,GK,€200K,900,€138K,901,0.06333333333333334
C. McVey,Sweden,23,56,64,"



IF Elfsborg",RB,RWB,€300K,800,€174K,1462,0.07
I. Schmidt,Switzerland,20,56,71,"



FC Lausanne-Sport","RW, RM",RM,€350K,2000,€415K,1383,0.028
T. Egbri,England,19,56,73,"



Southend United","RM, RW",RM,€375K,1000,€451K,1458,0.056
N. Smerdon,England,19,56,73,"



Exeter City",LB,LB,€350K,1000,€428K,1402,0.056
R. Bulic,Germany,19,56,67,"



1. FC Saarbrücken","CDM, CB",CB,€300K,550,€231K,1356,0.10181818181818182
